Institute,Academic Program Name,Quota,Seat Type,Gender,Opening_R1,Closing_R1
"B.N.M. Institute of Technology-Banashankari, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,62244,62244
"B.N.M. Institute of Technology-Banashankari, Bengaluru","Electronics & Communica- tion Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,63350,63350
"B.N.M. Institute of Technology-Banashankari, Bengaluru","Electronics & Communicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,37057,37057
"B.N.M. Institute of Technology-Banashankari, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,60533,60533
"B.N.M. Institute of Technology-Banashankari, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,67647,67647
"B.N.M. Institute of Technology-Banashankari, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,45911,45911
"B.N.M. Institute of Technology-Banashankari, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,59005,59005
"B.N.M. Institute of Technology-Banashankari, Bengaluru","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,108369,108369
"BGS College of Engineering and Technology- Mahalaxmipuram, Bengaluru","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,94081,94081
"BGS College of Engineering and Technology- Mahalaxmipuram, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,83652,83652
"BGS College of Engineering and Technology- Mahalaxmipuram, Bengaluru","Computer Science & Design (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,43864,43864
"BGS College of Engineering and Technology- Mahalaxmipuram, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,90968,90968
"BGS College of Engineering and Technology- Mahalaxmipuram, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,48812,48812
"BGS College of Engineering and Technology- Mahalaxmipuram, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,99748,99748
"BGS College of Engineering and Technology-Mahalaxmipuram, Bengaluru","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,108945,108945
"BGS College of Engineering and Technology-Mahalaxmipuram, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,96926,96926
"BGS College of Engineering and Technology-Mahalaxmipuram, Bengaluru","Computer Science & Design (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,91844,91844
"BGS College of Engineering and Technology-Mahalaxmipuram, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,100335,100335
"BGS College of Engineering and Technology-Mahalaxmipuram, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,85620,85620
"BGS College of Engineering and Technology-Mahalaxmipuram, Bengaluru","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,89272,89272
"BLDEAs V.P. Dr.P.G.Halakatti College of Engineering and Technology-Ashram Road, Vijayapura","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,108471,108471
"BLDEAs V.P. Dr.P.G.Halakatti College of Engineering and Technology-Ashram Road, Vijayapura","Computer Science & Engineering (Artificial Intelligence & Machine Learning) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,101035,101035
"BLDEAs V.P. Dr.P.G.Halakatti College of Engineering and Technology-Ashram Road, Vijayapura","Computer Science & Engineering (Artificial Intelligence) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,103425,103425
"BLDEAs V.P. Dr.P.G.Halakatti College of Engineering and Technology-Ashram Road, Vijayapura","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,108471,108471
"BLDEAs V.P. Dr.P.G.Halakatti College of Engineering and Technology-Ashram Road, Vijayapura","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,105483,105483
"BLDEAs V.P. Dr.P.G.Halakatti College of Engineering and Technology-Ashram Road, Vijayapura","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,99134,99134
"BLDEAs V.P. Dr.P.G.Halakatti College of Engineering and Technology-Ashram Road, Vijayapura","Information Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,105816,105816
"BMS College of Engineering-Basavanagudi, Bengaluru","Aerospace Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,16466,16466
"BMS College of Engineering-Basavanagudi, Bengaluru","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,5885,5885
"BMS College of Engineering-Basavanagudi, Bengaluru","Artificial Intelligence & Data Science (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,17172,17172
"BMS College of Engineering-Basavanagudi, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,6686,6686
"BMS College of Engineering-Basavanagudi, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,16435,16435
"BMS College of Engineering-Basavanagudi, Bengaluru","Bio technology (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,18547,18547
"BMS College of Engineering-Basavanagudi, Bengaluru","Bio technology (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,57710,57710
"BMS College of Engineering-Basavanagudi, Bengaluru","Bio- technology (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,39302,39302
"BMS College of Engineering-Basavanagudi, Bengaluru","Bio- technology (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,27720,27720
"BMS College of Engineering-Basavanagudi, Bengaluru","Biotechnology (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,40333,40333
"BMS College of Engineering-Basavanagudi, Bengaluru","Biotechnology (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,76894,76894
"BMS College of Engineering-Basavanagudi, Bengaluru","Chemical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,58288,58288
"BMS College of Engineering-Basavanagudi, Bengaluru","Chemical Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,106796,106796
"BMS College of Engineering-Basavanagudi, Bengaluru","Civil Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,61017,61017
"BMS College of Engineering-Basavanagudi, Bengaluru","Civil Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,77487,77487
"BMS College of Engineering-Basavanagudi, Bengaluru","Computer Science & Business Systems (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,6650,6650
"BMS College of Engineering-Basavanagudi, Bengaluru","Computer Science & Business Systems (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,19646,19646
"BMS College of Engineering-Basavanagudi, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,5312,5312
"BMS College of Engineering-Basavanagudi, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,14570,14570
"BMS College of Engineering-Basavanagudi, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,5610,5610
"BMS College of Engineering-Basavanagudi, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,17078,17078
"BMS College of Engineering-Basavanagudi, Bengaluru","Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,6143,6143
"BMS College of Engineering-Basavanagudi, Bengaluru","Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,17185,17185
"BMS College of Engineering-Basavanagudi, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,3584,3584
"BMS College of Engineering-Basavanagudi, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,17442,17442
"BMS College of Engineering-Basavanagudi, Bengaluru","Electronics & Communica- tion Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,7904,7904
"BMS College of Engineering-Basavanagudi, Bengaluru","Electronics & Communicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,5302,5302
"BMS College of Engineering-Basavanagudi, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,6782,6782
"BMS College of Engineering-Basavanagudi, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,19669,19669
"BMS College of Engineering-Basavanagudi, Bengaluru","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,25036,25036
"BMS College of Engineering-Basavanagudi, Bengaluru","Mechanical Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,73003,73003
"BMS Institute of Technology and Management-Yelahanka, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,26313,26313
"BMS Institute of Technology and Management-Yelahanka, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,41835,41835
"BMS Institute of Technology and Management-Yelahanka, Bengaluru","Civil Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,98837,98837
"BMS Institute of Technology and Management-Yelahanka, Bengaluru","Civil Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,84969,84969
"BMS Institute of Technology and Management-Yelahanka, Bengaluru","Computer Science & Business Systems (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,22972,22972
"BMS Institute of Technology and Management-Yelahanka, Bengaluru","Computer Science & Business Systems (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,43905,43905
"BMS Institute of Technology and Management-Yelahanka, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,19984,19984
"BMS Institute of Technology and Management-Yelahanka, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,40297,40297
"BMS Institute of Technology and Management-Yelahanka, Bengaluru","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,47837,47837
"BMS Institute of Technology and Management-Yelahanka, Bengaluru","Electrical & Electronics Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,72717,72717
"BMS Institute of Technology and Management-Yelahanka, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,13370,13370
"BMS Institute of Technology and Management-Yelahanka, Bengaluru","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,41513,41513
"BMS Institute of Technology and Management-Yelahanka, Bengaluru","Electronics & Communica- tion Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,29885,29885
"BMS Institute of Technology and Management-Yelahanka, Bengaluru","Electronics & Communicati on Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,19346,19346
"BMS Institute of Technology and Management-Yelahanka, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,24247,24247
"BMS Institute of Technology and Management-Yelahanka, Bengaluru","Electronics & Communication Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,54977,54977
"BMS Institute of Technology and Management-Yelahanka, Bengaluru","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,68406,68406
"BMS Institute of Technology and Management-Yelahanka, Bengaluru","Mechanical Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,87404,87404
"Ballari Institute of Technology And Management-Near Allipura, Ballari","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,105216,105216
"Ballari Institute of Technology And Management-Near Allipura, Ballari","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,66293,66293
"Ballari Institute of Technology And Management-Near Allipura, Ballari","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,96362,96362
"Ballari Institute of Technology And Management-Near Allipura, Ballari","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,99594,99594
"Ballari Institute of Technology And Management-Near Allipura, Ballari","Computer Science & Engineering (Artificial Intelligence) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,91728,91728
"Ballari Institute of Technology And Management-Near Allipura, Ballari","Computer Science & Engineering (Artificial Intelligence) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,94232,94232
"Ballari Institute of Technology And Management-Near Allipura, Ballari","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,109097,109097
"Ballari Institute of Technology And Management-Near Allipura, Ballari","Electronics & Comm- unication Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,109976,109976
"Ballari Institute of Technology And Management-Near Allipura, Ballari","Mechanical Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,68894,68894
"Bangalore College of Engineering and Technology- Chandapura, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,100408,100408
"Bangalore Institute of Technology-V V Puram, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,22868,22868
"Bangalore Institute of Technology-V V Puram, Bengaluru","Artificial Intelligence & Machine Learning (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,33260,33260
"Bangalore Institute of Technology-V V Puram, Bengaluru","Civil Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,99675,99675
"Bangalore Institute of Technology-V V Puram, Bengaluru","Civil Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,102213,102213
"Bangalore Institute of Technology-V V Puram, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,16423,16423
"Bangalore Institute of Technology-V V Puram, Bengaluru","Computer Science & Engineering (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,28602,28602
"Bangalore Institute of Technology-V V Puram, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,18272,18272
"Bangalore Institute of Technology-V V Puram, Bengaluru","Computer Science & Engineering (Data Science) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,32551,32551
"Bangalore Institute of Technology-V V Puram, Bengaluru","Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (4 Years, Bachelor of Technology)",GM,OPEN,Neutral,24466,24466
"Bangalore Institute of Technology-V V Puram, Bengaluru","Computer Science & Engineering (IOT & Cyber Security Including Block Chain Technology) (4 Years, Bachelor of Technology)",KKR,OPEN,Neutral,34220,34220
