"SNo","Section","Name_Description","Code","Category","ExamType","Round","Date","URL_Link","Status","Year"
"3341","Cutoff Rank","Srinivas Institute of Technology-Hampankatta, Mangaluru | Artificial Intelligence & Data Science","E138-AD","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 92858","2025"
"3342","Cutoff Rank","Srinivas Institute of Technology-Hampankatta, Mangaluru | Aeronautical Engineering","E138-AE","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 57651","2025"
"3343","Cutoff Rank","Srinivas Institute of Technology-Hampankatta, Mangaluru | Artificial Intelligence & Machine Learning","E138-AI","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 54657","2025"
"3344","Cutoff Rank","T. John Institute of Technology-Bannerghatta Road, Bengaluru | Artificial Intelligence & Machine Learning","E141-AI","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 74209","2025"
"3345","Cutoff Rank","Vemana Institute of Technology-Koramangala, Bengaluru | Artificial Intelligence & Machine Learning","E145-AI","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 93201","2025"
"3346","Cutoff Rank","Jyothy Institute of Technology-Tathguni, Bengaluru | Artificial Intelligence & Machine Learning","E156-AI","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 82308","2025"
"3347","Cutoff Rank","Reva University-Yelahanka, Bengaluru | Agricultural Engineering","E164-AL","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 45304","2025"
"3348","Cutoff Rank","Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru | Artificial Intelligence & Machine Learning","E165-AI","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 47387","2025"
"3349","Cutoff Rank","Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru | Aerospace Engineering","E165-AS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 36027","2025"
"3350","Cutoff Rank","Alliance College of Engineering and Design. Alliance University-Anekal, Bengaluru | Artificial Intelligence & Machine Learning","E165-AI","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 69829","2025"
"3351","Cutoff Rank","Jain College of Engineering and Technology-Unkal, Hubballi | Artificial Intelligence & Machine Learning","E194-AI","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 76370","2025"
"3352","Cutoff Rank","Navkis College of Engineering -Kandali NH75, Hassan | Artificial Intelligence & Data Science","E195-AD","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 61329","2025"
"3353","Cutoff Rank","Navkis College of Engineering -Kandali NH75, Hassan | Artificial Intelligence & Machine Learning","E195-AI","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 45881","2025"
"3354","Cutoff Rank","BGS College of Engineering and Technology- Mahalaxmipuram, Bengaluru | Artificial Intelligence & Data Science","E207-AD","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 94081","2025"
"3355","Cutoff Rank","BGS College of Engineering and Technology- Mahalaxmipuram, Bengaluru | Artificial Intelligence & Machine Learning","E207-AI","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 83652","2025"
"3356","Cutoff Rank","East West College of Engineering-Yelahanka, Bengaluru | Aeronautical Engineering","E211-AE","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 46217","2025"
"3357","Cutoff Rank","Acharya Institute of Technology-Soladevanahalli, Bengaluru | Biotechnology","E001-BT","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 83584","2025"
"3358","Cutoff Rank","Acharya Institute of Technology-Soladevanahalli, Bengaluru | Computer Science & Engineering (Data Science)","E001-CD","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 74477","2025"
"3359","Cutoff Rank","Acharya Institute of Technology-Soladevanahalli, Bengaluru | Computer Science & Engineering (Data Science)","E001-CD","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 44419","2025"
"3360","Cutoff Rank","Adichunchanagiri Institute Of Technology-Jyothi Nagara, Chikkamagaluru | Computer Science & Engineering (Data Science)","E004-CD","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 74192","2025"
"3361","Cutoff Rank","AMC Engineering College-Bannerghatta Rd, Bengaluru | Computer Science & Engineering (Data Science)","E007-CD","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 100328","2025"
"3362","Cutoff Rank","AMC Engineering College-Bannerghatta Rd, Bengaluru | Computer Science & Engineering (Data Science)","E007-CD","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 86862","2025"
"3363","Cutoff Rank","Atria Institute of Technology-Hebbal, Bengaluru | Computer Science & Engineering (Data Science)","E012-CD","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 67494","2025"
"3364","Cutoff Rank","KLE Technological University Formerly known as BVBCET- Vidyanagar, Hubballi | Biotechnology","E016-BT","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 95802","2025"
"3365","Cutoff Rank","KLE Technological University Formerly known as BVBCET- Vidyanagar, Hubballi | Computer Science & Engineering (Artificial Intelligence)","E016-CA","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 49639","2025"
"3366","Cutoff Rank","KLE Technological University Formerly known as BVBCET- Vidyanagar, Hubballi | Computer Science & Engineering (Artificial Intelligence)","E016-CA","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 33637","2025"
"3367","Cutoff Rank","Bangalore Institute of Technology-V V Puram, Bengaluru | Computer Science & Engineering (Data Science)","E019-CD","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 13221","2025"
"3368","Cutoff Rank","Bangalore Institute of Technology-V V Puram, Bengaluru | Computer Science & Engineering (Data Science)","E019-CD","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 26792","2025"
"3369","Cutoff Rank","Bapuji Institute of Engineering and Technology-Shamanur Road, Davangere | Computer Science & Engineering (Data Science)","E021-CD","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 81541","2025"
"3370","Cutoff Rank","BLDEAs V.P. Dr.P.G.Halakatti College of Engineering and Technology-Ashram Road, Vijayapura | Computer Science & Engineering (Data Science)","E026-CD","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 75081","2025"
"3371","Cutoff Rank","BMS College of Engineering-Basavanagudi, Bengaluru | Biotechnology","E027-BT","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 40333","2025"
"3372","Cutoff Rank","BMS College of Engineering-Basavanagudi, Bengaluru | Computer Science & Business Systems","E027-CB","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 4444","2025"
"3373","Cutoff Rank","BMS College of Engineering-Basavanagudi, Bengaluru | Computer Science & Engineering (Data Science)","E027-CD","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 3733","2025"
"3374","Cutoff Rank","BMS College of Engineering-Basavanagudi, Bengaluru | Computer Science & Business Systems","E027-CB","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 13813","2025"
"3375","Cutoff Rank","BMS College of Engineering-Basavanagudi, Bengaluru | Computer Science & Engineering (Data Science)","E027-CD","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 7825","2025"
"3376","Cutoff Rank","BMS Institute of Technology and Management-Yelahanka, Bengaluru | Computer Science & Business Systems","E028-CB","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 13630","2025"
"3377","Cutoff Rank","BMS Institute of Technology and Management-Yelahanka, Bengaluru | Computer Science & Business Systems","E028-CB","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 27782","2025"
"3378","Cutoff Rank","C.M.R. Institute of Technology-Brookefield, Bengaluru | Computer Science & Engineering (Data Science)","E032-CD","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 29977","2025"
"3379","Cutoff Rank","C.M.R. Institute of Technology-Brookefield, Bengaluru | Computer Science & Engineering (Data Science)","E032-CD","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 55443","2025"
"3380","Cutoff Rank","Cambridge Institute of Technology-K R Puram, Bengaluru | Computer Science & Engineering (Data Science)","E033-CD","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 56799","2025"
"3381","Cutoff Rank","Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru | Computer Science & Engineering (Artificial Intelligence)","E039-CA","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 48711","2025"
"3382","Cutoff Rank","Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru | Computer Science & Engineering (Data Science)","E039-CD","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 50393","2025"
"3383","Cutoff Rank","Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru | Computer Science & Engineering (Artificial Intelligence)","E039-CA","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 47322","2025"
"3384","Cutoff Rank","Dayananda Sagar Academy of Technology and Management-Kanakpura Road, Bengaluru | Computer Science & Engineering (Data Science)","E039-CD","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 38595","2025"
"3385","Cutoff Rank","Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru | Biotechnology","E040-BT","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 75923","2025"
"3386","Cutoff Rank","Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru | Computer Science & Business Systems","E040-CB","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 9116","2025"
"3387","Cutoff Rank","Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru | Computer Science & Engineering (Data Science)","E040-CD","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 6689","2025"
"3388","Cutoff Rank","Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru | Computer Science & Business Systems","E040-CB","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 19497","2025"
"3389","Cutoff Rank","Dayananda Sagar College of Engineering-Kumaraswamy Layout, Bengaluru | Computer Science & Engineering (Data Science)","E040-CD","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 14035","2025"
"3390","Cutoff Rank","Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru | Computer Science & Business Systems","E042-CB","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 92155","2025"
"3391","Cutoff Rank","Dr. Ambedkar Institute of Technology-Malathahalli, Bengaluru | Computer Science & Business Systems","E042-CB","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 75830","2025"
"3392","Cutoff Rank","Jawaharlal Nehru New College of Engineering JNNCE- Swalanga Road, Shivamogga | Computer Science & Engineering (Data Science)","E059-CD","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 79577","2025"
"3393","Cutoff Rank","JSS Science and Technology University-Mysuru | Biotechnology","E061-BT","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 98970","2025"
"3394","Cutoff Rank","KLE Technological University Formerly called as KLE Dr. M.S. Sheshgiri College of Engineering and Technology- Udyambag, Belagavi | Computer Science & Engineering (Artificial Intelligence)","E065-CA","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 95657","2025"
"3395","Cutoff Rank","K.S School of Engineering And Management-Off Kanakapura Road, Bengaluru | Computer Science & Business Systems","E067-CB","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 74043","2025"
"3396","Cutoff Rank","M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru | Biotechnology","E077-BT","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 37954","2025"
"3397","Cutoff Rank","M.S. Ramaiah Institute of Technology-MSR Nagar, Bengaluru | Biotechnology","E077-BT","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 73147","2025"
"3398","Cutoff Rank","Maharaja Institute of Technology-Belawadi, Mandya | Computer Science & Engineering (Artificial Intelligence)","E078-CA","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 99162","2025"
"3399","Cutoff Rank","Maharaja Institute of Technology-Belawadi, Mandya | Computer Science & Business Systems","E078-CB","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 82566","2025"
"3400","Cutoff Rank","Maharaja Institute of Technology-Belawadi, Mandya | Computer Science & Engineering (Data Science)","E078-CD","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 91255","2025"
"3401","Cutoff Rank","Malnad College of Engineering-Rangoli Halla, Hassan | Computer Science & Business Systems","E079-CB","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 79568","2025"
"3402","Cutoff Rank","Nagarjuna College of Engineering And Technology- Devanahalli, Bengaluru | Computer Science & Engineering (Data Science)","E084-CD","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 69101","2025"
"3403","Cutoff Rank","Nitte Meenakshi Institute of Technology-Yelahanka, Bengaluru | Computer Science & Business Systems","E086-CB","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 23215","2025"
"3404","Cutoff Rank","Nitte Meenakshi Institute of Technology-Yelahanka, Bengaluru | Computer Science & Business Systems","E086-CB","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 40977","2025"
"3405","Cutoff Rank","P.E.S.College of Engineering-PES College Road, Mandya | Computer Science & Business Systems","E089-CB","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 49041","2025"
"3406","Cutoff Rank","P.E.S.College of Engineering-PES College Road, Mandya | Computer Science & Engineering (Data Science)","E089-CD","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 70362","2025"
"3407","Cutoff Rank","R V College of Engineering-Mysore Road, Bengaluru | Biotechnology","E095-BT","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 21320","2025"
"3408","Cutoff Rank","R V College of Engineering-Mysore Road, Bengaluru | Computer Science & Engineering (Data Science)","E095-CD","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 593","2025"
"3409","Cutoff Rank","R V College of Engineering-Mysore Road, Bengaluru | Computer Science & Engineering (Data Science)","E095-CD","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 2122","2025"
"3410","Cutoff Rank","RNS Institute of Technology-R R Nagar Post, Bengaluru | Computer Science & Engineering (Data Science)","E104-CD","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 45051","2025"
"3411","Cutoff Rank","RNS Institute of Technology-R R Nagar Post, Bengaluru | Computer Science & Engineering (Data Science)","E104-CD","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 45451","2025"
"3412","Cutoff Rank","SJB Institute of Technology-Kengeri, Bengaluru | Computer Science & Engineering (Data Science)","E107-CD","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 58622","2025"
"3413","Cutoff Rank","SSETs S.G. Balekundri Institute of Technology-Shivabasva Nagar, Belagavi | Computer Science & Business Systems","E110-CB","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 60367","2025"
"3414","Cutoff Rank","Sai Vidya Institute of Technology-Rajan Kunte, Bengaluru | Computer Science & Engineering (Data Science)","E113-CD","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 79444","2025"
"3415","Cutoff Rank","Sapthagiri NPS University-Hesarghatta Main Road, Bengaluru | Computer Science & Engineering (Data Science)","E116-CD","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 77605","2025"
"3416","Cutoff Rank","Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru | Biotechnology","E126-BT","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 44411","2025"
"3417","Cutoff Rank","Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru | Computer Science & Engineering (Data Science)","E126-CD","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 26562","2025"
"3418","Cutoff Rank","Sir M.Visvesvaraya Institute of Technology-Yelahanka, Bengaluru | Computer Science & Engineering (Data Science)","E126-CD","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 54325","2025"
"3419","Cutoff Rank","Sri Venkateshwara College of Engineering-KIAL Road, Bengaluru | Computer Science & Engineering (Artificial Intelligence)","E137-CA","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 79189","2025"
"3420","Cutoff Rank","Sri Venkateshwara College of Engineering-KIAL Road, Bengaluru | Computer Science & Engineering (Data Science)","E137-CD","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 58994","2025"
"3421","Cutoff Rank","Vivekananda College of Engineering and Technology- Puttur, Dakshin Kannada | Computer Science & Engineering (Data Science)","E148-CD","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 50274","2025"
"3422","Cutoff Rank","ATME College of Engineering-Bannur Road, Mysuru | Computer Science & Engineering (Data Science)","E152-CD","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 98996","2025"
"3423","Cutoff Rank","GITAM Deemed to be University-Dodaballapur taluk, Bengaluru | Computer Science & Business Systems","E171-CB","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 53185","2025"
"3424","Cutoff Rank","GITAM Deemed to be University-Dodaballapur taluk, Bengaluru | Computer Science & Engineering (Data Science)","E171-CD","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 37486","2025"
"3425","Cutoff Rank","Presidency University-Yelahanka, Bengaluru | Computer Science & Technology (Big Data)","E173-CBD","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 47473","2025"
"3426","Cutoff Rank","Presidency University-Yelahanka, Bengaluru | Computer Science & Technology (Big Data)","E173-CBD","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 56217","2025"
"3427","Cutoff Rank","CMR University-Bagalur-Chagalatti, Bengaluru | Computer Science & Engineering (Data Science)","E187-CD","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 33330","2025"
"3428","Cutoff Rank","Aditya College of Engineering and Technology-Yelahanka, Bengaluru | Computer Science & Engineering (Artificial Intelligence)","E209-CA","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 65667","2025"
"3429","Cutoff Rank","Acharya Institute of Technology-Soladevanahalli, Bengaluru | Computer Science & Engineering","E001-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 66375","2025"
"3430","Cutoff Rank","Acharya Institute of Technology-Soladevanahalli, Bengaluru | Computer Science & Engineering","E001-CS","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 53948","2025"
"3431","Cutoff Rank","A.C.S. College of Engineering-Kambipura Mysore Road, Bengaluru | Computer Science & Engineering","E003-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 78464","2025"
"3432","Cutoff Rank","Adichunchanagiri Institute Of Technology-Jyothi Nagara, Chikkamagaluru | Computer Science & Engineering","E004-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 94331","2025"
"3433","Cutoff Rank","Akash Institute of Engineering and Technology-Devanahalli, Bengaluru Rural | Computer Science & Engineering (Artificial Intelligence & Machine Learning)","E005-CI","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 65098","2025"
"3434","Cutoff Rank","Alvas Institute of Engineering and Technology-Moodbidri, Mangaluru | Computer Science & Engineering","E006-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 96523","2025"
"3435","Cutoff Rank","AMC Engineering College-Bannerghatta Rd, Bengaluru | Computer Science & Engineering (Artificial Intelligence & Machine Learning)","E007-CI","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 92567","2025"
"3436","Cutoff Rank","AMC Engineering College-Bannerghatta Rd, Bengaluru | Computer Science & Engineering","E007-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 100868","2025"
"3437","Cutoff Rank","AMC Engineering College-Bannerghatta Rd, Bengaluru | Computer Science & Engineering","E007-CS","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 94314","2025"
"3438","Cutoff Rank","Angadi Institute of Technology and Management-Savagaon Road, Belagavi | Computer Science & Engineering","E009-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 86707","2025"
"3439","Cutoff Rank","Atria Institute of Technology-Hebbal, Bengaluru | Computer Science & Design","E012-CG","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 90768","2025"
"3440","Cutoff Rank","Atria Institute of Technology-Hebbal, Bengaluru | Computer Science & Engineering","E012-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 82217","2025"
"3441","Cutoff Rank","Atria Institute of Technology-Hebbal, Bengaluru | Computer Science & Engineering","E012-CS","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 96334","2025"
"3442","Cutoff Rank","Bharatesh Institute of Technology-Shindhollicross, Belagavi | Computer Science & Engineering","E014-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 95668","2025"
"3443","Cutoff Rank","B.N.M. Institute of Technology-Banashankari, Bengaluru | Computer Science & Engineering","E015-CS","GM","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 30741","2025"
"3444","Cutoff Rank","B.N.M. Institute of Technology-Banashankari, Bengaluru | Computer Science & Engineering","E015-CS","KKR","Engineering","Round 4","","Engineering-2024-Cut-off-Ranks-after-all-rounds-Notified-on-17_07_2025.pdf","Rank: 40955","2025"
